Method,ASSERT,B,BRANCH,CALL,CALLED,CALLEDp,CALLEDt,CAST,CAUGHT,CDENS,CLOC,CogC,COM_RAT,CONTROL,D,E,ev(G),EXEC,EXP,IF_NEST,IMP,iv(G),JLOC,LOC,LOOP,LOOP_NEST,N,n,NBD,NCLOC,NP,NTP,NULL,OVER,QCP_CRCT,QCP_MAINT,QCP_RLBTY,RETURN,RLOC,STAT,TCOM_RAT,THROWS,TODO,V,v(G)
"com.naman14.timber.provider.MusicDB.onDowngrade(SQLiteDatabase, int, int)",0,0,0,8,0,0,0,0,0,0.00%,0,0,0.00%,0,22,"2,406",1,4,36,0,n/a,1,0,7,0,0,28,15,0,7,3,0,0,0,28,90,35,1,18.92%,4,0.00%,0,0,109,1
"com.naman14.timber.provider.MusicDB.onUpgrade(SQLiteDatabase, int, int)",0,0,0,8,0,0,0,0,0,0.00%,0,0,0.00%,0,22,"2,406",1,4,36,0,n/a,1,0,7,0,0,28,15,0,7,3,0,0,0,28,90,35,1,18.92%,4,0.00%,0,0,109,1
com.naman14.timber.provider.MusicPlaybackState.MusicPlaybackState(Context),0,0,0,1,1,1,0,0,0,0.00%,0,0,0.00%,0,1,17,1,1,6,0,n/a,1,0,3,0,0,5,5,0,3,1,0,0,n/a,4,18,9,1,1.99%,1,0.00%,0,0,11,1
com.naman14.timber.provider.MusicPlaybackState.getHistory(int),0,0,0,8,1,1,0,0,0,38.46%,0,9,0.00%,5,36,"9,640",1,8,52,2,n/a,6,0,22,1,1,54,29,4,22,1,0,2,0,59,189,90,1,14.57%,13,0.00%,0,0,262,7
com.naman14.timber.provider.MusicPlaybackState.getInstance(Context),0,0,0,2,4,4,0,0,0,33.33%,0,1,0.00%,1,7,403,1,2,10,1,n/a,2,0,6,0,0,15,12,1,6,1,0,1,n/a,14,53,26,1,3.97%,3,0.00%,0,0,53,2
com.naman14.timber.provider.MusicPlaybackState.getQueue(),0,0,0,15,1,1,0,0,0,33.33%,0,5,0.00%,4,36,"10,115",1,8,67,1,n/a,5,0,21,1,1,57,30,3,21,0,0,2,0,56,194,87,1,13.91%,12,0.00%,0,0,279,5
com.naman14.timber.provider.MusicPlaybackState.onCreate(SQLiteDatabase),0,0,0,22,3,3,0,0,0,0.00%,0,0,0.00%,0,9,"2,518",1,20,87,0,n/a,1,0,22,0,0,62,21,0,22,1,0,0,0,31,208,85,1,14.57%,20,0.00%,0,0,272,1
"com.naman14.timber.provider.MusicPlaybackState.onDowngrade(SQLiteDatabase, int, int)",0,0,0,3,1,1,0,0,0,0.00%,0,0,0.00%,0,4,232,1,3,11,0,n/a,1,0,5,0,0,16,11,0,5,3,0,0,0,9,53,22,1,3.31%,3,0.00%,0,0,55,1
"com.naman14.timber.provider.MusicPlaybackState.onUpgrade(SQLiteDatabase, int, int)",0,0,0,1,1,1,0,0,0,50.00%,1,2,16.67%,1,5,353,1,1,10,1,n/a,2,0,6,0,0,17,13,1,5,3,0,0,0,11,58,27,1,3.97%,2,20.00%,0,0,62,3
"com.naman14.timber.provider.MusicPlaybackState.saveState(ArrayList<MusicPlaybackTrack>, LinkedList<Integer>)",0,0,0,28,1,1,0,0,0,21.05%,0,11,0.00%,8,38,"29,416",1,30,146,1,n/a,8,0,48,4,2,131,56,4,48,2,0,1,0,88,447,195,1,31.79%,38,0.00%,0,0,760,8
com.naman14.timber.provider.RecentStore.RecentStore(Context),0,0,0,1,1,1,0,0,0,0.00%,0,0,0.00%,0,1,17,1,1,6,0,n/a,1,0,3,0,0,5,5,0,3,1,0,0,n/a,4,18,9,1,3.19%,1,0.00%,0,0,11,1
com.naman14.timber.provider.RecentStore.addSongId(long),0,0,0,21,1,1,0,0,0,28.57%,0,8,0.00%,8,52,"32,783",3,20,122,2,n/a,7,0,45,0,0,111,48,4,45,1,0,4,0,92,377,165,2,47.87%,28,0.00%,0,0,619,8
com.naman14.timber.provider.RecentStore.deleteAll(),0,0,0,2,1,1,0,0,0,0.00%,0,0,0.00%,0,3,99,1,2,10,0,n/a,1,0,4,0,0,10,9,0,4,0,0,0,0,7,34,15,1,4.26%,2,0.00%,0,0,31,1
com.naman14.timber.provider.RecentStore.getInstance(Context),0,0,0,2,8,8,0,0,0,33.33%,0,1,0.00%,1,7,403,1,2,10,1,n/a,2,0,6,0,0,15,12,1,6,1,0,1,n/a,14,53,26,1,6.38%,3,0.00%,0,0,53,2
com.naman14.timber.provider.RecentStore.onCreate(SQLiteDatabase),0,0,0,1,2,2,0,0,0,0.00%,0,0,0.00%,0,2,86,1,1,14,0,n/a,1,0,5,0,0,12,12,0,5,1,0,0,0,5,39,16,1,5.32%,1,0.00%,0,0,43,1
"com.naman14.timber.provider.RecentStore.onDowngrade(SQLiteDatabase, int, int)",0,0,0,2,1,1,0,0,0,0.00%,0,0,0.00%,0,4,139,1,2,7,0,n/a,1,0,4,0,0,11,9,0,4,3,0,0,0,8,37,16,1,4.26%,2,0.00%,0,0,34,1
"com.naman14.timber.provider.RecentStore.onUpgrade(SQLiteDatabase, int, int)",0,0,0,0,1,1,0,0,0,0.00%,0,0,0.00%,0,0,0,1,0,0,0,n/a,1,0,2,0,0,7,4,0,2,3,0,0,0,2,23,10,1,2.13%,0,0.00%,0,0,14,1
com.naman14.timber.provider.RecentStore.queryRecentIds(String),0,0,0,2,2,2,0,0,0,0.00%,0,0,0.00%,0,4,357,1,2,18,0,n/a,1,0,6,0,0,19,15,0,6,1,0,0,0,8,61,24,1,6.38%,2,0.00%,0,0,74,1
com.naman14.timber.provider.RecentStore.removeItem(long),0,0,0,3,2,2,0,0,0,0.00%,0,0,0.00%,0,4,281,1,2,15,0,n/a,1,0,6,0,0,16,15,0,6,1,0,0,0,8,52,21,1,6.38%,2,0.00%,0,0,62,1
com.naman14.timber.provider.SearchHistory.SearchHistory(Context),0,0,0,1,1,1,0,0,0,0.00%,0,0,0.00%,0,1,17,1,1,6,0,n/a,1,0,3,0,0,5,5,0,3,1,0,0,n/a,4,18,9,1,3.06%,1,0.00%,0,0,11,1
com.naman14.timber.provider.SearchHistory.addSearchString(String),0,0,0,20,1,1,0,0,0,24.00%,0,5,0.00%,6,48,"27,479",3,19,110,1,n/a,4,0,41,0,0,100,49,3,41,1,0,3,0,83,338,146,3,41.84%,25,0.00%,0,0,561,6
com.naman14.timber.provider.SearchHistory.getInstance(Context),0,0,0,2,4,4,0,0,0,33.33%,0,1,0.00%,1,7,403,1,2,10,1,n/a,2,0,6,0,0,15,12,1,6,1,0,1,n/a,14,53,26,1,6.12%,3,0.00%,0,0,53,2
com.naman14.timber.provider.SearchHistory.getRecentSearches(),0,0,0,9,0,0,0,0,0,36.36%,0,5,0.00%,4,26,"4,749",1,7,40,1,n/a,5,0,18,1,1,38,25,3,18,0,0,2,0,45,136,67,1,18.37%,11,0.00%,0,0,176,5
com.naman14.timber.provider.SearchHistory.onCreate(SQLiteDatabase),0,0,0,1,2,2,0,0,0,0.00%,0,0,0.00%,0,2,86,1,1,14,0,n/a,1,0,5,0,0,12,12,0,5,1,0,0,0,5,39,16,1,5.10%,1,0.00%,0,0,43,1
"com.naman14.timber.provider.SearchHistory.onDowngrade(SQLiteDatabase, int, int)",0,0,0,2,1,1,0,0,0,0.00%,0,0,0.00%,0,4,139,1,2,7,0,n/a,1,0,4,0,0,11,9,0,4,3,0,0,0,8,37,16,1,4.08%,2,0.00%,0,0,34,1
"com.naman14.timber.provider.SearchHistory.onUpgrade(SQLiteDatabase, int, int)",0,0,0,0,1,1,0,0,0,0.00%,0,0,0.00%,0,0,0,1,0,0,0,n/a,1,0,2,0,0,7,4,0,2,3,0,0,0,2,23,10,1,2.04%,0,0.00%,0,0,14,1
com.naman14.timber.provider.SearchHistory.queryRecentSearches(String),0,0,0,2,1,1,0,0,0,0.00%,0,0,0.00%,0,4,357,1,2,18,0,n/a,1,0,6,0,0,19,15,0,6,1,0,0,0,8,61,24,1,6.12%,2,0.00%,0,0,74,1
com.naman14.timber.provider.SongPlayCount.SongPlayCount(Context),0,0,0,2,1,1,0,1,0,0.00%,4,0,45.45%,0,3,186,1,4,19,0,n/a,1,5,11,0,0,14,14,0,6,1,0,0,n/a,9,48,21,1,2.93%,4,83.33%,0,0,53,1
com.naman14.timber.provider.SongPlayCount.bumpSongCount(long),0,0,0,2,1,1,0,0,0,25.00%,4,1,41.67%,1,5,328,2,3,11,1,n/a,1,5,12,0,0,16,14,1,7,1,0,0,0,13,57,28,2,3.19%,4,71.43%,0,0,60,2
com.naman14.timber.provider.SongPlayCount.calculateScore(int[]),0,0,0,2,1,1,0,0,0,25.00%,4,2,41.18%,2,15,"2,108",2,6,26,1,n/a,2,7,17,1,1,32,21,1,10,1,0,1,n/a,29,111,51,2,4.52%,8,70.00%,0,0,140,3
"com.naman14.timber.provider.SongPlayCount.createNewPlayedEntry(SQLiteDatabase, long)",0,0,0,8,2,2,0,0,0,0.00%,5,0,41.18%,0,8,"1,468",1,8,38,0,n/a,1,6,17,0,0,35,27,0,10,2,0,0,n/a,18,115,46,1,4.52%,8,70.00%,0,0,166,1
com.naman14.timber.provider.SongPlayCount.deleteAll(),0,0,0,2,1,1,0,0,0,0.00%,0,0,0.00%,0,3,99,1,2,10,0,n/a,1,0,4,0,0,10,9,0,4,0,0,0,0,7,34,15,1,1.06%,2,0.00%,0,0,31,1
"com.naman14.timber.provider.SongPlayCount.deleteEntry(SQLiteDatabase, String)",0,0,0,1,3,3,0,0,0,0.00%,4,0,66.67%,0,2,79,1,1,9,0,n/a,1,6,9,0,0,10,9,0,3,2,0,0,n/a,5,33,14,1,2.39%,1,200.00%,0,0,31,1
com.naman14.timber.provider.SongPlayCount.getColumnIndexForWeek(int),0,0,0,0,3,3,0,0,0,0.00%,6,0,72.73%,0,3,80,1,1,3,0,n/a,1,7,11,0,0,9,8,0,3,1,0,0,n/a,6,30,13,1,2.93%,1,266.67%,0,0,26,1
com.naman14.timber.provider.SongPlayCount.getColumnNameForWeek(int),0,0,0,1,4,4,0,0,0,0.00%,4,0,66.67%,0,3,99,1,1,7,0,n/a,1,6,9,0,0,9,9,0,3,1,0,0,n/a,6,30,13,1,2.39%,1,200.00%,0,0,28,1
com.naman14.timber.provider.SongPlayCount.getInstance(Context),0,0,0,2,8,8,0,0,0,33.33%,2,1,40.00%,1,7,403,1,2,10,1,n/a,2,4,10,0,0,15,12,1,6,1,0,1,n/a,14,53,26,1,2.66%,3,66.67%,0,0,53,2
com.naman14.timber.provider.SongPlayCount.getScoreMultiplierForWeek(int),0,0,0,1,3,3,0,1,0,0.00%,4,0,60.00%,0,5,404,1,1,13,0,n/a,1,6,10,0,0,18,17,0,4,1,0,0,n/a,8,57,22,1,2.66%,1,150.00%,0,0,73,1
com.naman14.timber.provider.SongPlayCount.getTopPlayedResults(int),0,0,0,4,1,1,0,0,0,0.00%,5,1,50.00%,0,8,924,1,3,29,0,n/a,2,7,14,0,0,25,20,0,7,1,0,0,0,15,82,34,1,3.72%,3,100.00%,0,0,108,2
com.naman14.timber.provider.SongPlayCount.getTopPlayedResultsForList(long[]),0,0,1,23,0,0,0,0,0,27.78%,15,14,26.15%,10,54,"42,742",5,26,142,2,n/a,8,6,65,3,1,134,60,3,48,1,0,3,0,108,460,204,2,17.29%,36,35.42%,0,0,791,11
com.naman14.timber.provider.SongPlayCount.onCreate(SQLiteDatabase),0,0,0,15,2,2,0,0,0,6.25%,3,1,15.00%,1,11,"2,662",1,15,63,0,n/a,2,0,20,1,1,50,27,1,17,1,0,0,0,31,171,74,1,5.32%,16,17.65%,0,0,237,2
"com.naman14.timber.provider.SongPlayCount.onDowngrade(SQLiteDatabase, int, int)",0,0,0,2,1,1,0,0,0,0.00%,1,0,20.00%,0,4,139,1,2,7,0,n/a,1,0,5,0,0,11,9,0,4,3,0,0,0,8,37,16,1,1.33%,2,25.00%,0,0,34,1
"com.naman14.timber.provider.SongPlayCount.onUpgrade(SQLiteDatabase, int, int)",0,0,0,0,1,1,0,0,0,0.00%,1,0,33.33%,0,0,0,1,0,0,0,n/a,1,0,3,0,0,7,4,0,2,3,0,0,0,2,23,10,1,0.80%,0,50.00%,0,0,14,1
com.naman14.timber.provider.SongPlayCount.removeItem(long),0,0,0,3,2,2,0,0,0,0.00%,2,0,42.86%,0,3,127,1,2,10,0,n/a,1,3,7,0,0,11,10,0,4,1,0,0,0,7,37,16,1,1.86%,2,75.00%,0,0,36,1
"com.naman14.timber.provider.SongPlayCount.updateExistingRow(SQLiteDatabase, long, boolean)",0,0,0,35,2,2,0,0,0,27.08%,28,33,35.23%,13,84,"103,615",1,35,219,3,n/a,14,8,88,3,1,205,64,4,57,3,0,1,n/a,160,695,303,1,23.40%,48,54.39%,0,0,"1,230",15
com.naman14.timber.provider.SongPlayCount.updateResults(),0,0,0,11,1,1,0,0,0,20.00%,7,5,23.33%,3,27,"8,936",2,12,70,1,n/a,4,4,30,1,1,61,41,2,23,0,0,1,n/a,50,208,92,2,7.98%,15,30.43%,0,0,326,5
"com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.DragHelperCallback.clampViewPositionVertical(View, int, int)",0,0,0,6,1,1,0,0,0,20.00%,0,2,0.00%,1,6,712,2,4,25,1,n/a,2,0,10,0,0,27,15,1,10,3,0,0,0,15,91,40,2,11.63%,5,0.00%,0,0,105,2
com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.DragHelperCallback.getViewVerticalDragRange(View),0,0,0,0,2,2,0,0,0,0.00%,0,0,0.00%,0,1,12,1,1,1,0,n/a,1,0,4,0,0,4,4,0,4,1,0,0,0,4,15,8,1,4.65%,1,0.00%,0,0,8,1
"com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.DragHelperCallback.onViewCaptured(View, int)",0,0,0,1,2,2,0,0,0,0.00%,0,0,0.00%,0,0,0,1,1,2,0,n/a,1,0,4,0,0,4,4,0,4,2,0,0,0,3,15,8,1,4.65%,1,0.00%,0,0,8,1
com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.DragHelperCallback.onViewDragStateChanged(int),0,0,0,10,1,1,0,0,0,36.84%,0,12,0.00%,7,21,"6,193",1,12,71,3,n/a,8,0,26,0,0,60,29,3,26,1,0,0,0,56,218,109,1,30.23%,19,0.00%,0,0,291,8
"com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.DragHelperCallback.onViewPositionChanged(View, int, int, int, int)",0,0,0,2,3,3,0,0,0,0.00%,0,0,0.00%,0,2,58,1,2,5,0,n/a,1,0,5,0,0,9,6,0,5,5,0,0,0,6,31,14,1,5.81%,2,0.00%,0,0,23,1
"com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.DragHelperCallback.onViewReleased(View, float, float)",0,0,0,10,1,1,0,0,0,35.29%,6,12,21.43%,6,27,"12,759",1,11,91,1,n/a,7,0,28,0,0,90,34,1,22,3,0,0,0,60,304,133,1,32.56%,17,27.27%,0,0,457,12
"com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.DragHelperCallback.tryCaptureView(View, int)",0,0,0,0,2,2,0,0,0,33.33%,0,1,0.00%,1,3,109,2,2,5,1,n/a,1,0,7,0,0,11,10,1,7,2,0,0,0,10,41,22,2,8.14%,3,0.00%,0,0,36,2
com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.LayoutParams.LayoutParams(),0,0,0,1,1,1,0,0,0,0.00%,0,0,0.00%,0,3,30,1,1,4,0,n/a,1,0,3,0,0,5,4,0,3,0,0,0,n/a,6,18,9,1,12.00%,1,0.00%,0,0,10,1
"com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.LayoutParams.LayoutParams(Context, AttributeSet)",0,0,0,3,1,1,0,0,0,0.00%,0,0,0.00%,0,4,179,1,3,12,0,n/a,1,0,5,0,0,12,10,0,5,2,0,0,n/a,9,41,18,1,20.00%,3,0.00%,0,0,39,1
com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.LayoutParams.LayoutParams(LayoutParams),0,0,0,1,0,0,0,0,0,0.00%,0,0,0.00%,0,1,12,1,1,3,0,n/a,1,0,3,0,0,4,4,0,3,1,0,0,n/a,4,15,8,1,12.00%,1,0.00%,0,0,8,1
com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.LayoutParams.LayoutParams(MarginLayoutParams),0,0,0,1,1,1,0,0,0,0.00%,0,0,0.00%,0,1,12,1,1,3,0,n/a,1,0,3,0,0,4,4,0,3,1,0,0,n/a,4,15,8,1,12.00%,1,0.00%,0,0,8,1
"com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.LayoutParams.LayoutParams(int, int)",0,0,0,1,0,0,0,0,0,0.00%,0,0,0.00%,0,2,36,1,1,4,0,n/a,1,0,3,0,0,7,6,0,3,2,0,0,n/a,5,24,11,1,12.00%,1,0.00%,0,0,18,1
com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.PanelSlideListener.onPanelAnchored(View),n/a,n/a,n/a,n/a,1,1,0,n/a,n/a,n/a,4,n/a,83.33%,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1,0,n/a,n/a,n/a,n/a,n/a,n/a,16.67%,n/a,500.00%,0,0,n/a,n/a
com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.PanelSlideListener.onPanelCollapsed(View),n/a,n/a,n/a,n/a,1,1,0,n/a,n/a,n/a,4,n/a,83.33%,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1,0,n/a,n/a,n/a,n/a,n/a,n/a,16.67%,n/a,500.00%,0,0,n/a,n/a
com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.PanelSlideListener.onPanelExpanded(View),n/a,n/a,n/a,n/a,1,1,0,n/a,n/a,n/a,4,n/a,83.33%,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1,0,n/a,n/a,n/a,n/a,n/a,n/a,16.67%,n/a,500.00%,0,0,n/a,n/a
com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.PanelSlideListener.onPanelHidden(View),n/a,n/a,n/a,n/a,1,1,0,n/a,n/a,n/a,4,n/a,83.33%,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1,0,n/a,n/a,n/a,n/a,n/a,n/a,16.67%,n/a,500.00%,0,0,n/a,n/a
"com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.PanelSlideListener.onPanelSlide(View, float)",n/a,n/a,n/a,n/a,1,1,0,n/a,n/a,n/a,4,n/a,85.71%,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,2,0,n/a,n/a,n/a,n/a,n/a,n/a,19.44%,n/a,600.00%,0,0,n/a,n/a
com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.SavedState.SavedState(Parcel),0,0,0,3,1,1,0,0,1,25.00%,0,1,0.00%,1,6,299,1,3,16,0,n/a,1,0,8,0,0,13,11,1,8,1,0,0,n/a,12,46,22,1,26.67%,4,0.00%,0,0,44,2
com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.SavedState.SavedState(Parcelable),0,0,0,1,1,1,0,0,0,0.00%,0,0,0.00%,0,1,4,1,1,3,0,n/a,1,0,3,0,0,3,3,0,3,1,0,0,n/a,4,12,7,1,10.00%,1,0.00%,0,0,4,1
"com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.SavedState.writeToParcel(Parcel, int)",0,0,0,3,2,2,0,0,0,0.00%,0,0,0.00%,0,4,170,1,2,11,0,n/a,1,0,5,0,0,11,10,0,5,2,0,0,0,8,37,16,1,16.67%,2,0.00%,0,0,36,1
com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.SimplePanelSlideListener.onPanelAnchored(View),0,0,0,0,1,1,0,0,0,0.00%,0,0,0.00%,0,0,0,1,0,0,0,n/a,1,0,3,0,0,2,2,0,3,1,0,0,0,2,8,5,1,14.29%,0,0.00%,0,0,2,1
com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.SimplePanelSlideListener.onPanelCollapsed(View),0,0,0,0,1,1,0,0,0,0.00%,0,0,0.00%,0,0,0,1,0,0,0,n/a,1,0,3,0,0,2,2,0,3,1,0,0,0,2,8,5,1,14.29%,0,0.00%,0,0,2,1
com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.SimplePanelSlideListener.onPanelExpanded(View),0,0,0,0,1,1,0,0,0,0.00%,0,0,0.00%,0,0,0,1,0,0,0,n/a,1,0,3,0,0,2,2,0,3,1,0,0,0,2,8,5,1,14.29%,0,0.00%,0,0,2,1
com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.SimplePanelSlideListener.onPanelHidden(View),0,0,0,0,1,1,0,0,0,0.00%,0,0,0.00%,0,0,0,1,0,0,0,n/a,1,0,3,0,0,2,2,0,3,1,0,0,0,2,8,5,1,14.29%,0,0.00%,0,0,2,1
"com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.SimplePanelSlideListener.onPanelSlide(View, float)",0,0,0,0,1,1,0,0,0,0.00%,0,0,0.00%,0,0,0,1,0,0,0,n/a,1,0,3,0,0,3,3,0,3,2,0,0,0,2,11,6,1,14.29%,0,0.00%,0,0,4,1
com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.SlidingUpPanelLayout(Context),0,0,0,1,0,0,0,0,0,0.00%,0,0,0.00%,0,1,17,1,1,4,0,n/a,1,0,3,0,0,5,5,0,3,1,0,0,n/a,4,18,9,1,0.26%,1,0.00%,0,0,11,1
"com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.SlidingUpPanelLayout(Context, AttributeSet)",0,0,0,1,1,1,0,0,0,0.00%,0,0,0.00%,0,1,23,1,1,5,0,n/a,1,0,3,0,0,6,6,0,3,2,0,0,n/a,4,21,10,1,0.26%,1,0.00%,0,0,15,1
"com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.SlidingUpPanelLayout(Context, AttributeSet, int)",0,0,0,30,1,1,0,3,0,22.73%,1,18,1.69%,10,34,"45,042",5,34,262,3,n/a,6,0,59,0,0,196,97,3,58,3,0,3,n/a,100,657,279,2,5.09%,44,1.72%,0,0,"1,293",12
com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.anchorPanel(),0,0,0,1,0,0,0,0,0,25.00%,4,2,38.46%,1,3,124,2,3,9,1,n/a,2,5,13,0,0,12,11,1,8,0,0,0,0,11,45,24,2,1.12%,4,62.50%,0,0,41,2
"com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.canScroll(View, boolean, int, int, int)",0,0,0,12,1,1,0,2,0,25.00%,5,9,40.00%,3,31,"14,479",4,9,82,2,n/a,8,11,30,1,1,87,38,3,18,5,0,0,0,51,284,117,2,2.59%,12,66.67%,0,0,456,9
com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.checkLayoutParams(LayoutParams),0,0,0,1,1,1,0,1,0,0.00%,0,1,0.00%,0,7,188,1,1,7,0,n/a,2,0,4,0,0,9,8,0,4,1,0,0,0,10,30,13,1,0.34%,1,0.00%,0,0,26,2
com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.collapsePanel(),0,0,0,1,3,3,0,0,0,33.33%,5,5,37.50%,2,5,506,3,4,20,2,n/a,2,6,16,0,0,23,16,1,10,0,0,0,0,17,83,42,3,1.38%,6,60.00%,0,0,92,4
"com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.collapsePanel(View, int)",0,0,0,1,1,1,0,0,0,0.00%,0,1,0.00%,0,3,85,1,1,6,0,n/a,2,0,3,0,0,9,9,0,3,2,0,0,n/a,6,30,13,1,0.26%,1,0.00%,0,0,28,2
com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.computePanelTopPosition(float),0,0,0,4,15,15,0,1,0,0.00%,4,2,36.36%,0,6,736,1,3,29,0,n/a,3,0,11,0,0,26,19,0,7,1,0,1,n/a,15,87,38,1,0.95%,3,57.14%,0,0,110,3
com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.computeScroll(),0,0,0,4,1,1,0,0,0,40.00%,0,4,0.00%,2,10,703,3,3,18,2,n/a,4,0,10,0,0,18,15,2,10,0,0,1,0,21,67,36,2,0.86%,5,0.00%,0,0,70,4
com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.computeSlideOffset(int),0,0,0,1,4,4,0,2,0,0.00%,6,1,50.00%,0,6,497,1,2,20,0,n/a,1,0,12,0,0,21,13,0,6,1,0,0,n/a,12,69,29,1,1.03%,2,100.00%,0,0,77,2
com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.dispatchOnPanelAnchored(View),0,0,0,2,1,1,0,0,0,33.33%,0,1,0.00%,1,3,99,1,2,11,1,n/a,2,0,6,0,0,10,9,1,6,1,0,1,0,10,38,21,1,0.52%,3,0.00%,0,0,31,2
com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.dispatchOnPanelCollapsed(View),0,0,0,2,1,1,0,0,0,33.33%,0,1,0.00%,1,3,99,1,2,11,1,n/a,2,0,6,0,0,10,9,1,6,1,0,1,0,10,38,21,1,0.52%,3,0.00%,0,0,31,2
com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.dispatchOnPanelExpanded(View),0,0,0,2,1,1,0,0,0,33.33%,0,1,0.00%,1,3,99,1,2,11,1,n/a,2,0,6,0,0,10,9,1,6,1,0,1,0,10,38,21,1,0.52%,3,0.00%,0,0,31,2
com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.dispatchOnPanelHidden(View),0,0,0,2,1,1,0,0,0,33.33%,0,1,0.00%,1,3,99,1,2,11,1,n/a,2,0,6,0,0,10,9,1,6,1,0,1,0,10,38,21,1,0.52%,3,0.00%,0,0,31,2
com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.dispatchOnPanelSlide(View),0,0,0,1,1,1,0,0,0,50.00%,0,1,0.00%,1,2,67,1,1,8,1,n/a,2,0,5,0,0,9,8,1,5,1,0,1,0,8,34,19,1,0.43%,2,0.00%,0,0,26,2
com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.draw(Canvas),0,0,0,10,3,3,0,0,0,20.00%,1,4,4.35%,3,23,"5,981",2,12,52,1,n/a,3,0,23,0,0,53,30,1,22,1,0,1,0,46,183,82,2,1.98%,15,4.55%,0,0,260,4
"com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.drawChild(Canvas, View, long)",0,0,0,12,1,1,0,1,0,22.22%,2,10,7.14%,4,31,"15,625",1,14,90,3,n/a,6,0,28,0,0,88,53,3,26,3,0,0,0,59,295,127,1,2.41%,18,7.69%,0,0,504,7
com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.expandPanel(),0,0,0,1,0,0,0,0,0,25.00%,4,2,38.46%,1,3,124,2,3,9,1,n/a,2,5,13,0,0,12,11,1,8,0,0,0,0,11,45,24,2,1.12%,4,62.50%,0,0,41,2
"com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.expandPanel(View, int, float)",0,0,0,1,1,1,0,0,0,0.00%,0,1,0.00%,0,3,116,1,1,6,0,n/a,2,0,3,0,0,10,10,0,3,3,0,0,n/a,6,33,14,1,0.26%,1,0.00%,0,0,33,2
com.naman14.timber.slidinguppanel.SlidingUpPanelLayout.expandPanel(float),0,0,0,2,3,3,0,0,0,25.00%,4,2,54.55%,1,5,482,2,3,19,1,n/a,1,6,11,0,0,21,17,0,5,1,0,1,0,13,72,33,2,0.95%,4,120.00%,0,0,85,3
